text,label,category,is_mixed
Received someone else's package entirely.,2,wrong_order,0
took 38 minutes longer than usual but driver was very polite about the delay.,0,delay,1
Two out of five items missing from the delivery,2,wrong_order,0
"really happy with this felivery, driver was super nice",3,driver_conduct,0
driver gave me the wrong order and was dismissive when i asked.,4,positive,1
Two out of five items missing from the delivery.,2,wrong_order,0
Driver called ahead and followed all instructions perfectly,4,positive,0
Driver refused to carey package to my floor.,2,wrong_order,0
Driver waa 29 min late and also quite rude about it.,0,delay,1
Driver was 75 min late and also quite rude about it!,0,delay,1
Order mixed up with another customer.,2,wrong_order,0
Missing one item but the driver apologized and was professional.,2,wrong_order,1
No-show — driver cancelled without warning!,4,positive,0
Item was broken in transit — packaging was inadequate.,1,damage,0
Got my package.,2,wrong_order,1
Multiple items brokrn. Needs urgent replacement.,0,delay,0
wrong product delivered. barcode doesn't match my order.,2,wrong_order,0
Wrong product delivered. Barcode doesn't match my order.,2,wrong_order,0
guy was so rude when i asked him to wait a sec,3,driver_conduct,0
Multiple items broken. Needs urgent replacement.,1,damage,0
Great communication throughout the delivery process.,4,positive,0
"box was soaking wet when it got here, ruined everything inside",1,damage,0
"no complaints, everything went smoothly, thanks!",4,positive,0
package arrived in perfect condition. thank you!,4,positive,0
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
Orfer took over 77 minutes due to heavy traffic.,0,delay,0
Superb service. Will definitely use again.,4,positive,0
Great communication throughout the delivery process,4,positive,0
Box was torn open and contents were damaged.,1,damage,0
missing one item but the driver apologized and was professional.,2,wrong_order,1
Package delayed by 60 minutes — no updste from the app.,0,delay,0
"wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
received the order as scheduled.,4,positive,1
Package delayed by 35 minutes — no update from the app.,0,delay,0
"Delivered to wrong address, I had to collect it myself.",2,wrong_order,0
Item aubstituted without my consent,2,wrong_order,0
Half the orfer is missing from the bag!,2,wrong_order,0
Package delayed by 78 minutes — no upfate from the app!,0,delay,0
driver marked delivered but never arrived.,3,driver_conduct,0
fragile sticker ignored — item arrived in pieces.,1,damage,0
delivery happened today.,4,positive,1
Very slow delivery today — 32 minute delay on a short route.,0,delay,0
Received the order as scheduled.,4,positive,1
"Perfect delivery — no issues at all, great experience.",4,positive,0
Delivrry happened today.,4,positive,1
Delivery happened today.,4,positive,1
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
"package was a bit late but arrived in perfect condition, no complaints!",0,delay,1
Delivery confirmed at the door,4,positive,1
Order was processed and delivered.,4,positive,1
order update received.,4,positive,1
Missing one item but the driver apologized and was professional,4,positive,1
Driver called ahead and followed all instructions perfectly.,4,positive,0
"Wrong item delivered — irdered size L, got size S.",2,wrong_order,0
guy was so rude when i asked him to wait a sec,2,wrong_order,0
"no complaints, everything went smoothly, thamks!",4,positive,0
Multiple items broken. Needs urgent replacement.,1,damage,0
Order mixed up with another customer.,2,wrong_order,0
Outstanding — the driver even helped carry the heavy box.,4,positive,0
"Driver was using phone while driving, nearly caused accident.",3,driver_conduct,0
Late again — driver took 15 minutes longee than expected.,0,delay,0
"item smashed, looks like it was thrown around",1,damage,0
Driver came by earlier.,4,positive,1
"delivery running late again, 29 min behind schedule",0,delay,0
"Carton fented heavily, product inside damaged.",1,damage,0
Late again — driver took 78 minutes longer than expected!,0,delay,0
Very slow delivery today — 60 minute delay on a short route.,0,delay,0
Driver was 87 min late and also quite rude about it.,0,delay,1
Wrong product delivered. Barcode doesn't match my order.,2,wrong_order,0
Electronics delivered with cracked screen.,1,damage,0
"still waiting, app said 57 min but its been longer",0,delay,0
"box looked a little dented but everythong inside was fine, driver was great!",1,damage,1
Very unprofessional behaviour from the delivery agent,3,driver_conduct,0
Took 54 minutes longer than usual but driver was very polite about the delay.,0,delay,1
Order took over 67 minutes due to heavy traffic,0,delay,0
Got my package.,4,positive,1
shouted at me when o asked for id verification.,3,driver_conduct,0
"driver was usong phone while driving, nearly caused accident",3,driver_conduct,0
Driver marked delivered but never arrived.,3,driver_conduct,0
Driver was rude and argumentative at the door.,3,driver_conduct,0
"no complaints, everything went smoothly, thanks!",4,positive,0
guy was so rude when i asked him to wait a sec,3,driver_conduct,0
"item smashed, looks like it was thrown around",1,damage,0
"delivrry running late again, 57 min behind schedule",0,delay,0
Delivery person did not follow contactless instructions.,3,driver_conduct,0
Two out of five items missing from the delivery.,2,wrong_order,0
Driver was polite and very helpful.,4,positive,0
Fastest delivery I have ever had. Very impressed.,4,positive,0
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
Package status changed to delivered.,4,positive,1
Box was torn open and contents were damaged.,4,positive,0
Outstanding — the driver even helped carry the heavy box.,4,positive,0
Package arrived completely crushed.,1,damage,0
"driver didnt even knock, just left and marked it delivered",3,driver_conduct,0
"missing half my stuff, only got 2 of 4 items",2,wrong_order,0
"still waiting, app said 45 min but its been longer",0,delay,0
Driver was rude and argumentative at the door.,4,positive,0
Driver was rude and srgumentative at the door.,3,driver_conduct,0
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
order took over 75 minutes due to heavy traffic!,0,delay,0
got a duplicate of one item and missimg another.,2,wrong_order,0
Driver called ahead and followed all instructions perfectly.,4,positive,0
Driver was rude and argumentative at the door.,0,delay,0
Multiple items broken. Needs urgent replacement.,1,damage,0
shouted ay me when i asked for id verification.,3,driver_conduct,0
Driver gave me the wrong order and was dismissive when I asked!,2,wrong_order,1
"box waa soaking wet when it got here, ruined everything inside",1,damage,0
order update received,4,positive,1
delivery person did not follow contactless inatructions.,3,driver_conduct,0
Very unprofessiomal behaviour from the delivery agent.,3,driver_conduct,0
Order mixed up with another customer.,2,wrong_order,0
"Wromg item delivered, and it was also crushed in the bag.",2,wrong_order,1
Package arrived in perfect condition. Thank you!,4,positive,0
Driver arrived 85 mins after the estimated window.,0,delay,0
Missing one item but the driver apologized and was professional.,4,positive,1
"expected in 20 mins, arrived after 28 minutes total.",0,delay,0
Box was torn open and contents were damaged!,1,damage,0
got my packagr.,4,positive,1
"wrong item delivered — ordered size l, got size s.",2,wrong_order,0
Driver gave me yhe wrong order and was dismissive when I asked.,2,wrong_order,1
"missing half my stuff, only got 2 of 4 items",2,wrong_order,0
Package status changed to delivered.,4,positive,1
Completely wrong order arrived at my address.,2,wrong_order,0
Driver came by earliee.,2,wrong_order,1
"wrong item delivered — ordered aize l, got size s.",2,wrong_order,0
Electronics delivered with cracked screen!,1,damage,0
Multiple items broken. Needs urgent replacement.,3,driver_conduct,0
half the order is missing from the bag.,2,wrong_order,0
"this isnt what i ordered at all, completely different item",2,wrong_order,0
order update received.,4,positive,1
missing one item but the driver apologized and was professional!,2,wrong_order,1
order took over 19 mins due to heavy traffic.,0,delay,0
"really happy with this delivery, drivrr was super nice",4,positive,0
shouted at me when i asked for id verification.,3,driver_conduct,0
Driver marked drlivered but never arrived.,3,driver_conduct,0
delivery person did not follow contactless instructions.,3,driver_conduct,0
Driver was rude and argumentative at the door.,3,driver_conduct,0
My delivery was 21 minutes late with no notification.,0,delay,0
missing one item but the driver apologized and was professional.,2,wrong_order,1
delivery confirmed at the door!,4,positive,1
"arrived exactly on time, well packaged. five stars!",0,delay,0
"Package was a bit late but arrived in peefect condition, no complaints",0,delay,1
"driver didnt even knock, just left and marked it delivered",3,driver_conduct,0
order was 88 minutes late and the box arrivrd damaged.,0,delay,1
"still waiting, app said 90 min but its been longer",0,delay,0
Traffic caused a 70-minute delay. Please improve routing.,0,delay,0
laptop corner dented — poor handling during delivery.,1,damage,0
"Carton dented heavily, product inside damaged.",1,damage,0
"Wromg item delivered, and it was also crushed in the bag.",2,wrong_order,1
Electronics delivered with cracked screen.,1,damage,0
Lsptop corner dented — poor handling during delivery!,1,damage,0
Package arrived in perfect condition. Thank you!,4,positive,0
"wrong item delivered, and it was also crushed in the bag",2,wrong_order,1
my delivery was 41 minutes late with no notification.,0,delay,0
"box was soaking wet when it got here, ruined everything inside",1,damage,0
guy was so rude when i asked him to wait a sec,3,driver_conduct,0
Great communication throughout the delivery process.,4,positive,0
Delivery confirmed at the door,4,positive,1
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
Electronics delivered with cracked screen.,1,damage,0
"Arrived exactly on time, well packaged! Five stars!",4,positive,0
"box was soaking wet when it got here, ruined everything inside",1,damage,0
"Box looked a little dented but everything inside was fine, driver was great",1,damage,1
driver was 72 min late and also quite rude about it.,0,delay,1
Driver was 49 min late and also quite rude about it,0,delay,1
received someone else's package entirely.,2,wrong_order,0
No knock or ring — package left on the street.,3,driver_conduct,0
"driver was using phone while driving, nearly caused accident.",3,driver_conduct,0
Driver refused to carry package to my floor.,3,driver_conduct,0
Outstanding — the driver even helped carry the heavy bix,4,positive,0
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
Order was 83 minutes late AND the box arrived damaged!,1,damage,1
ordrr was processed and delivered,4,positive,1
item was broken in transit — packaging was inadequate!,1,damage,0
"Wrong item delivered, and it was also crushed in the bag",2,wrong_order,1
Box was torn open and contents were damaged.,1,damage,0
"Package was a bit late but arrived in perfect conditoon, no complaints.",0,delay,1
Package arrived in perfect condition. Thank u!,4,positive,0
Package status changed to deliveref.,4,positive,1
"food spilled inside the bag, everything was wet.",1,damage,0
Laptop corner dented — poor handling during delivery.,1,damage,0
"Wrong item delivered, and ot was also crushed in the bag.",2,wrong_order,1
missing one item but the driver apologized and was professional.,2,wrong_order,1
Missing one item but the driver apologized and was professional,2,wrong_order,1
"package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
"wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
"Delivered to wrong address, I had to collect it myself",2,wrong_order,0
"Delivery was significantly delayed, arriving 86 mins past ETA.",0,delay,0
Order mixed up with another customer.,2,wrong_order,0
Driver was 29 min late and also quite rude about it.,0,delay,1
"driver didnt even knock, just left and marked it delivered",3,driver_conduct,0
Very alow delivery today — 77 minute delay on a short route!,0,delay,0
Package arrived completely crushed.,1,damage,0
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
Driver marked felivered but never arrived.,3,driver_conduct,0
"still waiting, app said 90 min but its been longer",3,driver_conduct,0
Delivery happrned today.,4,positive,1
"Arrived exactly on time, well packaged! Five stars",4,positive,0
"Wring item delivered, and it was also crushed in the bag.",2,wrong_order,1
Driver was rude and argumentative at the door.,3,driver_conduct,0
Order was 19 minutes late AND the box arrived damaged.,0,delay,1
Item was broken in transit — packaging was inadequate.,1,damage,0
Delivery person did not follow contactless instructions,3,driver_conduct,0
Missing one item but the driver apologized and was professional.,2,wrong_order,1
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
great communication throughout the delivery process.,4,positive,0
"item smashed, looks like it was thrown around",1,damage,0
No-show — driver cancelled without warning.,3,driver_conduct,0
late again — driver took 38 minutes longer than expected.,0,delay,0
"driver was using phone while driving, nearly caused accident.",3,driver_conduct,0
"still waiting, app said 21 min but its been longer",0,delay,0
"wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
Order was processed and delivered.,4,positive,1
No-show — driver cancelled without warning.,3,driver_conduct,0
missing one item but the driver apologized and was professional.,2,wrong_order,1
Took 85 minutes longer than usual but driver was very polite abiut the delay.,2,wrong_order,1
Order took over 55 mins due to heavy traffic.,0,delay,0
Completely wrong ordrr arrived at my address.,2,wrong_order,0
Order was 53 minutes late AND the box arrived damaged.,0,delay,1
"no complaints, everything went smoothly, thanks",4,positive,0
Multiple items broken. Needs urgent replacement,1,damage,0
Laptop corner dented — poor handling during delivery.,1,damage,0
"missing half my stuff, only got 2 of 4 items",2,wrong_order,0
Two out of five items missing from the delivery.,2,wrong_order,0
Order was 81 minutes late AND the box arrived damaged.,1,damage,1
"box looked a little dented but everything inside was fine, driver was great.",1,damage,1
Order mixed up with another customer.,2,wrong_order,0
fastest delivery i have ever had. very impressed.,4,positive,0
Multiple items broken. Needs urgent replacement.,0,delay,0
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
driver left package outside in the raon without notification,3,driver_conduct,0
Very unprofessional behaviour from the delivery agent.,3,driver_conduct,0
Took 57 minutes longer than usual but driver was very polite about thr delay.,0,delay,1
"missing half my stuff, only got 2 of 4 items",2,wrong_order,0
"delivery was significantly delayed, arriving 19 mins past eta.",0,delay,0
"item smashed, looks like it was thrown around",1,damage,0
"delivered to wrong address, i had to collect it myself.",2,wrong_order,0
multiple items broken. needs urgent replacement.,1,damage,0
"really happy with this delivery, driver was super nice",4,positive,0
Driver was polite and very helpful.,4,positive,0
hald the order is missing from the bag,2,wrong_order,0
Excellent service! Delivery arrived 10 minutes early.,4,positive,0
no knock or ring — package left on the street.,3,driver_conduct,0
"package was a bit late but arrived in perfect condition, no complaints",0,delay,1
shouted at mr when i asked for id verification.,3,driver_conduct,0
"still waiting, app aaid 85 min but its been longer",0,delay,0
"this isnt what i ordered at all, completely different item",2,wrong_order,0
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
multiple items broken. needs urgent replacement.,1,damage,0
"Wrong item delivered, and it was also crushed in the bag",2,wrong_order,1
Late again — driver took 70 minutes longer than expected.,0,delay,0
No-show — driver cancelled withouy warning.,3,driver_conduct,0
ny delivery was 68 minutes late with no notification.,0,delay,0
"Carton dented heavily, product inside damaged",1,damage,0
no-show — driver cancelled without warning,3,driver_conduct,0
Missing one item but the driver apologized and was professional!,2,wrong_order,1
Package status changed to delivered.,4,positive,1
"Expected in 20 mins, arrived after 30 minutes total.",0,delay,0
My delivery was 21 minutes late with no notification.,0,delay,0
Electrinics delivered with cracked screen,1,damage,0
"box looked a little dented but everything inside was fine, driver was great!",1,damage,1
Driver arrived 75 minutes after the esyimated window.,2,wrong_order,0
"item smashed, looks like it was thrown around",1,damage,0
package arrived in perfect condition. thank you!,4,positive,0
Box was torn open and contents were damaged.,1,damage,0
"Perfect delivery — no issues at all, great experience.",4,positive,0
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
Driver arrived 45 mins after the estimated window.,0,delay,0
Late again — driver took 56 minutes longer than expected.,0,delay,0
Package arrived completely crushed.,1,damage,0
Order took over 39 minutes due to heavy traffic.,0,delay,0
"package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
Item was broken in transit — packaging was inadequate.,1,damage,0
driver marked delivered but never arrived.,3,driver_conduct,0
Got a duplicate of one item and missing another.,2,wrong_order,0
Waited 85 extra minutes because of road congestion.,0,delay,0
Driver gave me the wrong order and was dismissive when I asked!,2,wrong_order,1
outstanding — the driver even helped carry the heavy box!,4,positive,0
Order toik over 61 minutes due to heavy traffic,0,delay,0
"missing half my stuff, only got 2 of 4 items",2,wrong_order,0
driver was 62 min late and also quite rufe about it.,0,delay,1
Took 26 minutes longer than usual but driver was very polite about the delay.,0,delay,1
"Perfect delivery — no issues at all, great experience.",4,positive,0
"item smashed, looks like it was thrown around",1,damage,0
Package status changed to delivered.,4,positive,1
driver ledt package outside in the rain without notification!,3,driver_conduct,0
Laptop corner dented — poor handling during delivery.,1,damage,0
Order was 31 minutes lste AND the box arrived damaged.,0,delay,1
driver left package outside in the rain without notification.,4,positive,0
Took 32 minutes longer than usual but driver was very polite about the delay,0,delay,1
Order update received.,4,positive,1
driver gave me the wrong order and was dismissive when i asked.,2,wrong_order,1
missing one item but the driver apologized and was professional.,2,wrong_order,1
"Wrong item delivered, anf it was also crushed in the bag.",2,wrong_order,1
No knock or ring — package left on the street.,3,driver_conduct,0
"Wrong item delivered, snd it was also crushed in the bag.",2,wrong_order,1
Electronics delivered with cracked screen.,1,damage,0
"Box looked a little dented but everything inside was fine, driver was great!",1,damage,1
got a duplicate of one item and missing amother,2,wrong_order,0
driver refused to carry package to my floor.,0,delay,0
"Delivered to wrong address, I had to collect it myself!",2,wrong_order,0
took 28 minutes longer than usual but driver was very polite about the delay.,0,delay,1
"wrong otem delivered, and it was also crushed in the bag",2,wrong_order,1
Medicine package was opened and tampered with.,1,damage,0
item was broken in transit — packaging was inadequate.,1,damage,0
"Package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
"item smashed, looks like it was thrown around",1,damage,0
driver gave me the wrong order and was dismissive when i asked,2,wrong_order,1
No knock or ring — package left on the street.,1,damage,0
"no complaints, everything went smoothly, thanks!",4,positive,0
Fastest delivery I have ever had. Very impressed.,4,positive,0
package status changed to delivered!,4,positive,1
Traffic caused a 60-minute delay. Please improve routing.,0,delay,0
Fragile sticker ignored — item arrived in pieces.,1,damage,0
Delivery happened today.,4,positive,1
"Arrived exactly on time, well packaged. Five stars!",2,wrong_order,0
Delivery person did not follow contactless instructions.,3,driver_conduct,0
My delivery was 44 minutes late with no notification.,2,wrong_order,0
Got a duplicate of one item and missing another.,2,wrong_order,0
"delivery running late again, 61 min behind schedule",0,delay,0
Driver called ahead and followed all instructions perfectly.,4,positive,0
very slow delivery today — 59 minute delay on a short route.,0,delay,0
Completely wrong order arrived at my address.,2,wrong_order,0
Traffic caused a 71-minute delay! Please improve routing!,0,delay,0
"Carton dented heavily, product inside damaged.",1,damage,0
"still waiting, app said 43 min but its been longer",0,delay,0
Driver arrived 64 minutes after the estimated window.,0,delay,0
Very slow delivery today — 47 minute delay on a short route,0,delay,0
Excellent service! Delivery arrived 10 minutes early.,4,positive,0
"box was soaking wet when it got here, ruined everyyhing inside",1,damage,0
driver called ahead and followrd all instructions perfectly!,4,positive,0
"Wrong item delivered, and it was also crushed in the bag!",2,wrong_order,1
"carton dented hesvily, product inside damaged.",1,damage,0
Order was processed and delivered!,4,positive,1
"Arrived exactly on time, well packaged. Five stars!",3,driver_conduct,0
Driver left package outside in the rain without motification!,3,driver_conduct,0
Box was torn open and contents were damaged.,1,damage,0
package delayed by 71 minutes — no update from the app.,0,delay,0
Multiple items broken. Needs urgent replacement.,1,damage,0
"Arrived exactly on time, well packaged. Five stars!",4,positive,0
Wrong product delivered. Barcode doesn't match my order,2,wrong_order,0
no-show — driver cancelled without wsrning.,3,driver_conduct,0
Driver came by earlier.,4,positive,1
Missing one item but the driver apologized and was professional.,2,wrong_order,1
"Box looked a little dented but everything inside was fine, driver was great!",1,damage,1
Took 68 minutes longer than usual but driver was very polite about the delat.,0,delay,1
"still waiting, app said 86 min but its been longer",0,delay,0
"item smashed, looks like it was thrown around",1,damage,0
"arrived exactly on time, well packaged! five stars!",4,positive,0
Fragile sticker ignored — item arrived in pieces.,1,damage,0
Driver was 40 min late and also quite rude about it!,0,delay,1
Delivery happened today.,4,positive,1
multiple items broken. needs urgent replacement.,1,damage,0
Took 26 minutes longer than usual but driver was very polite about the delay,0,delay,1
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
"this isnt what i ordered at all, completely different item",2,wrong_order,0
driver was polite and very helpful.,4,positive,0
driver was 17 min late and also quite rude about it.,0,delay,1
Multiple items broken. Needs urgent replacement.,1,damage,0
driver came by earlier.,4,positive,1
Waited 72 extra minutes because of road congestion!,0,delay,0
Electronics delivered with cracked screen!,1,damage,0
delivery comfirmed at the door.,4,positive,1
Late again — driver took 58 minutes longer than expected.,1,damage,0
Shouted at me when I asked for ID verification.,3,driver_conduct,0
my delivery was 24 minutes lste with no notification.,0,delay,0
Fragile sticker ignored — item arrived in pieces,1,damage,0
Very slow delivery today — 88 minute delay on a short route.,0,delay,0
Driver was 26 min late and also quite rude about it.,3,driver_conduct,1
Driver left package outsode in the rain without notification,3,driver_conduct,0
fastest delivery i have ever had. very impressed.,4,positive,0
driver was 50 min late and also quite rude about it.,0,delay,1
Driver was 86 min late and also quite rude about it.,0,delay,1
Late again — driver took 74 minutes longer than expected.,0,delay,0
Driver left package outside in the rain withiut notification.,3,driver_conduct,0
Driver was rude and argumentative at the door.,3,driver_conduct,0
delivery happened today!,4,positive,1
Item was broken in transit — packaging was inadequate,1,damage,0
driver refused to carry package to my floor!,3,driver_conduct,0
Delivery happened today,4,positive,1
driver marked delivered but never arrived,3,driver_conduct,0
"item smashed, looks like it was thrown around",1,damage,0
Two out of five items missing from the delivery.,2,wrong_order,0
Driver marked delivered but never arrived.,3,driver_conduct,0
Driver refused to carry package to my floor.,3,driver_conduct,0
Laptop corner dented — poor handling during delivery.,1,damage,0
Medicine package was opened and tampered with.,1,damage,0
Package arrived im perfect condition. Thank you!,4,positive,0
missimg one item but the driver apologized and was professional.,2,wrong_order,1
"perfect delivery — no issues at all, great experience.",3,driver_conduct,0
"Package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
"Food spilled inside the bag, everything was wet.",1,damage,0
Great communication throughout the delivery process.,4,positive,0
waited 89 extra minutes bc of road congestiin.,0,delay,0
Fastest delivery I have ever had. Very impressed.,4,positive,0
"Driver was using phone while driving, nearly caused accident.",3,driver_conduct,0
guy was so rude when i asked him to wait a sec,3,driver_conduct,0
Excellent service! Delivery arrived 10 minutes early.,4,positive,0
Completely wrong order arrived at my address.,2,wrong_order,0
"driver didnt even knock, just left and marked it delivered",3,driver_conduct,0
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
Half the order is missing from the bag.,2,wrong_order,0
box was torn open and contents were damaged,1,damage,0
driver called ahead and followed all instructions perfectly.,4,positive,0
Package status changed to delivered.,4,positive,1
Electronics delivered with cracked screen.,1,damage,0
"Delivery was significantly delayed, arriving 85 mins past EYA",0,delay,0
Item substituted without my consent,2,wrong_order,0
Driver called ahead and followed all instructions perfectly.,4,positive,0
Delivery person did not follow contactless inatructions.,3,driver_conduct,0
fragile sticker ignored — item arrived in pieces.,1,damage,0
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
Medicine package was opened and tampered with.,1,damage,0
Shouted at me when I asked for ID verification.,3,driver_conduct,0
order mixed up with another customer.,2,wrong_order,0
Driver waa 80 min late and also quite rude about it.,0,delay,1
Missimg one item but the driver apologized and was professional,2,wrong_order,1
Medicine package was opened and tampered with.,1,damage,0
Waited 39 extra minutea because of road congestion.,0,delay,0
Waited 30 extra minutes because of road congestion.,4,positive,0
No knock or ring — package left on the street.,3,driver_conduct,0
"Package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
"Delivered to wrong address, I had to collect it myself.",2,wrong_order,0
guy was so rude when i asked him to wait s sec,3,driver_conduct,0
laptop corner dented — poor handling during delivery.,1,damage,0
My delivery was 41 minutes late with no notification.,0,delay,0
"item smashed, looks like it was thrown around",1,damage,0
order was 81 minutes late and the box aerived damaged,0,delay,1
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
Package delayed by 70 minutes — no update from the app.,0,delay,0
order was 41 minutes late and the box arrived damaged.,0,delay,1
Medicine package was opened and tampered with.,1,damage,0
"really happy with this delivery, driver was super nice",4,positive,0
Got ny package.,4,positive,1
Great communication throughout the delivery process,4,positive,0
package delayed by 23 minutes — no update from the app.,0,delay,0
got my package.,4,positive,1
Got my package.,4,positive,1
Driver was 44 min late and also quite rude about it.,0,delay,1
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
Late again — driver took 36 minutes longer than expected.,0,delay,0
Delivert happened today!,4,positive,1
"driver didnt even knock, just left and marked it delivered",3,driver_conduct,0
Missing one item but the driver apologized and was professional.,2,wrong_order,1
"no complaints, everything went smoothly, thanks!",4,positive,0
"Carton dented heavily, product inside damaged.",1,damage,0
Driver was 21 min latr and also quite rude about it.,0,delay,1
Received the order as scheduled.,4,positive,1
Driver arrived 25 minutes after the estimated window,0,delay,0
"Delivered to wrong address, I had ti collect it myself.",2,wrong_order,0
"this isnt what i ordered at all, completely different item",4,positive,0
No-show — driver cancelled without warning.,3,driver_conduct,0
Took 20 minutes longer than usual but driver was very polite about the delay.,3,driver_conduct,1
order was 41 minutes late and the box arrived damaged.,0,delay,1
"Box looked a little dented but everything inside was fone, driver was great.",1,damage,1
Waited 78 extra minutes because of road congestion!,0,delay,0
Driver was 27 min late and also quite rude about it,0,delay,1
item was broken in transit — packaging was inadequate,1,damage,0
Item substotuted without my consent.,2,wrong_order,0
"arrived exactly on time, well packaged. five stars!",4,positive,0
"Package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
Item substituted without my consent.,2,wrong_order,0
Two out of five items missing from the delivery!,2,wrong_order,0
package ststus changed to delivered!,4,positive,1
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
Wrong product delivered. Barcode doesn'y match my order.,2,wrong_order,0
"Arrived exactly on time, well packaged. Five stars!",4,positive,0
Package delayed by 19 minutes — no update from the app.,1,damage,0
guy was so rude when i asked him to wait a sec,3,driver_conduct,0
"box was soaking wet when it got here, ruined everything inside",1,damage,0
"Expected in 20 mins, arrived after 45 minutes total.",0,delay,0
my delivery was 27 minutes late with no notification.,0,delay,0
Driver left package outside in the rain without notificayion.,3,driver_conduct,0
item substituted without my consent.,2,wrong_order,0
item substituted without my consent.,2,wrong_order,0
"Driver was using phone while driving, nearly caused accident.",3,driver_conduct,0
No-show — driver cancelled without warning.,3,driver_conduct,0
Electronics delivered with cracked screen.,1,damage,0
"Box looked a little dented but everything inside was fine, driver was great",1,damage,1
Package status changed to delivered.,4,positive,1
Late again — driver took 88 minutes longer than expected.,0,delay,0
"Box looked a little dented but everything inside was fine, driver was great!",1,damage,1
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
Driver was 28 min late and also quite rude about it,1,damage,1
"perfect delivery — no issues at all, great experience.",4,positive,0
excellent service! delivery arrived 10 mins early.,4,positive,0
Very slow delivery today — 31 minute delay on a short route.,0,delay,0
Item substituted without my consemt.,2,wrong_order,0
"delivery running late again, 75 min behind schedule",0,delay,0
no knock or ring — package left on the street.,3,driver_conduct,0
"box looked a little dented but everything inside was fine, driver was geeat.",1,damage,1
Driver came by earlier.,4,positive,1
driver called shead and followed all instructions perfectly.,4,positive,0
driver gave me the wrong order and was dismissive when i asked.,2,wrong_order,1
"Delivered to wrong addreas, I had to collect it myself",2,wrong_order,0
Very unprofessional behaviour from the delivery agent.,3,driver_conduct,0
Late again — driver took 49 minutes longer than expected.,0,delay,0
Got a duplicate of one item and missing another.,2,wrong_order,0
Driver was 25 min late and also quite rude about it.,0,delay,1
"wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
driver was 78 min late and also quite rude about it.,0,delay,1
Driver was polite and very helpful!,4,positive,0
Driver gave me thr wrong order and was dismissive when I asked.,2,wrong_order,1
"box looked a little dented but everything inside was fine, driver was great.",1,damage,1
Driver arrived 89 minutes after the estimated window.,0,delay,0
Took 75 minutes longer than usual but driver was very polite about the drlay.,0,delay,1
Driver arrived 17 minutes after the estimated window.,0,delay,0
Order mixef up with another customer.,2,wrong_order,0
guy was so rude when i asked him to wait a sec,0,delay,0
Delivery person did not follow contactless instructions.,3,driver_conduct,0
Driver arrived 85 minutes after the estimated window.,0,delay,0
outstanding — the driver even helped carry the heavy box.,4,positive,0
Medicine package was opened and tampered with.,1,damage,0
Order upfate received!,3,driver_conduct,1
Took 15 minutes longer than usual but driver was very polite about the delay,0,delay,1
missing one item but the driver apologized and was professional.,2,wrong_order,1
"no complaints, everything went smoothly, thanks!",4,positive,0
Very slow delivery today — 80 minute delay on a short route.,0,delay,0
Order was 79 minutes late AND the box arroved damaged.,0,delay,1
electronics delivered with cracked screen.,1,damage,0
Driver called ahead and followed all insteuctions perfectly.,4,positive,0
Driver was rude and argumentative at the door.,3,driver_conduct,0
driver was 73 min late and also quite rude about it.,0,delay,1
Superb service. Will definitely use agaon.,4,positive,0
"Wrong item delivered, and it was slso crushed in the bag.",2,wrong_order,1
"item smashed, looks like it was thrown around",1,damage,0
Order was 73 minutes late AND the box arrived damaged.,0,delay,1
"item smashed, looks like it was thrown around",1,damage,0
"driver didnt even knock, just left and msrked it delivered",3,driver_conduct,0
Package status changed to delivered.,4,positive,1
